taxon,lfc_(Intercept),lfc_TreatmentSterile feed,lfc_TreatmentAntibiotics (2X),lfc_TreatmentAntibiotics (1X),se_(Intercept),se_TreatmentSterile feed,se_TreatmentAntibiotics (2X),se_TreatmentAntibiotics (1X),W_(Intercept),W_TreatmentSterile feed,W_TreatmentAntibiotics (2X),W_TreatmentAntibiotics (1X),p_(Intercept),p_TreatmentSterile feed,p_TreatmentAntibiotics (2X),p_TreatmentAntibiotics (1X),q_(Intercept),q_TreatmentSterile feed,q_TreatmentAntibiotics (2X),q_TreatmentAntibiotics (1X),diff_(Intercept),diff_TreatmentSterile feed,diff_TreatmentAntibiotics (2X),diff_TreatmentAntibiotics (1X),passed_ss_(Intercept),passed_ss_TreatmentSterile feed,passed_ss_TreatmentAntibiotics (2X),passed_ss_TreatmentAntibiotics (1X)
Seq_21,-1.4604212784754207,1.6684585220743995,1.2489406465184598,2.9274119402083945,0.32235330080099883,0.47360814270842666,0.7970859865175588,0.604092060746169,-4.530498911742167,3.5228670531992385,1.5668832066350062,4.8459698950396435,0.002698103910365633,0.00969023645152189,0.16112585794620274,0.0018649266897191974,0.06720731558547123,0.13756164664328568,0.5063778132434538,0.17032997099435335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Seq_24,1.8291144592622963,-0.973715594056843,-3.705515102624029,-2.0957998731178145,0.611686280321945,0.6459142896394036,0.9633624205634276,0.9115382120418654,2.990281976407236,-1.5074996941164471,-3.846439329091578,-2.2991903635319657,0.01732649441809964,0.1701111704033451,0.004902212950125372,0.05053466038746039,0.1714794025588211,0.4860415087402165,0.19947711431977075,0.3089589394156262,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Seq_27,-0.5613126345083559,0.26354855057171656,1.2924149598941932,1.5899147362241937,0.5689620253269865,0.7332555857507703,0.961682090986446,0.8320775081534321,-0.9865555336241739,0.3594224929113534,1.343910812115153,1.9107772060232389,0.3691641891236381,0.7339599031145942,0.23673509232151296,0.1142722872781639,0.6914954450673119,0.9182529849029677,0.5929364084136391,0.48922822990963916,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_29,-0.5267025527022827,2.5503148554365245,0.5999698034081069,-1.14684832014612,1.044006136150974,1.1064901219037797,1.6102023169538735,1.1502590409263078,-0.5045013955991884,2.3048690674694514,0.37260522922554823,-0.9970348237580978,0.6293987901899338,0.05459797138040523,0.7204678311532664,0.35195697932662057,0.8096491479438584,0.27597900410651904,0.8942680912566628,0.65900951722376655,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_32,-0.16544080684996906,-0.06065403573245395,0.670507917070916,0.5933366133119108,0.622705927697705,0.6596694544193458,1.1106420090914542,0.88703819549776,-0.2656804753114265,-0.09194610319776415,0.6037120076336893,0.6688963522917533,0.7972036470151116,0.9290015884669849,0.562757896630351,0.522391491201996,0.9295055288601726,0.954664520827545,0.8215597955016051,0.7908025888914193,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_33,9.527036796539415e-4,0.5476188654356111,0.22004166440607476,-0.23004407730980686,0.5314316378723274,0.5685561206595218,0.6816623416310452,1.241491016849189,0.0017927116335569424,0.9631746903021225,0.3228015557960424,-0.18529661043673232,0.9986135211683536,0.36366638039044874,0.7551208110550222,0.8576080598913104,0.9986135211683536,0.7165764630364784,0.8942680912566628,0.9549438192285673,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_35,-1.0237366761576752,1.59003718675237,1.4911733704844827,1.5551634146443432,0.762227578624317,0.7903886619103709,1.143862644725423,1.4484793853310711,-1.343085326308102,2.011715581685151,1.3036297472957774,1.073652431918379,0.2160994329925652,0.07906765498091566,0.22862119477889592,0.3142927375499273,0.5789100938550519,0.3233513054443416,0.5929364084136391,0.6500325950719608,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_37,-0.31823072080000386,0.28681343376759943,0.6383933769802662,0.8891433397026454,0.5505655159682632,0.5865506756116584,0.8182344002509019,0.8306840754192151,-0.5780069974784762,0.4889832126925926,0.7802084302303967,1.070374846482916,0.5791614088553226,0.6379768254342587,0.4577286774654782,0.3156783291095415,0.7855951783483089,0.893266734079937,0.7595157443609164,0.6500325950719608,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_41,1.1803715764963008,-0.5912115161691452,-2.3900136930680485,-1.1988338294975103,0.6746522130193274,0.7084736926990177,1.0185906494561587,1.0843574861544256,1.7496000957496087,-0.8344861951286465,-2.3463927283684702,-1.1055706672428338,0.11830473770894934,0.42822071972543285,0.04694486370293802,0.3010487464484231,0.45655631172186084,0.7473173032551921,0.32598809602953654,0.6500325950719608,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Seq_43,-2.4463473112518734,3.327058135097298,2.8284059517947635,3.722684384925193,0.6737193098918475,0.7919986222008408,1.0723883190614691,1.0837756575614232,-3.6311076071792967,4.200838286627218,2.63748299148775,3.4349215715930668,0.010950645242848646,0.0056805266530124444,0.0386704208870449,0.01388711082083355,0.1641095345951666,0.11773261333237195,0.32598809602953654,0.2688730714763891,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
