taxon,W,p_val,q_val,diff_abn,passed_ss
Genus:Pseudomonas,10.650293359643953,0.007250920438226139,0.022392548412168957,TRUE,FALSE
Genus:Citrobacter,9.413630225029618,0.010602289440898593,0.02715220466571591,TRUE,TRUE
Genus:Klebsiella,14.688575551800948,0.002568965118195627,0.012260969882297312,TRUE,FALSE
Genus:Bacteroides,2.338885824983164,0.2995043577940912,0.34558195130087443,FALSE,TRUE
Genus:Candidatus_Symbiothrix,27.738437666061756,2.8080833615271413e-4,0.003227425608300953,TRUE,TRUE
Genus:Thauera,6.409909713437863,0.04068265733421201,0.07561684515176538,FALSE,TRUE
Family:Tannerellaceae,13.29715417408239,0.003566608662366879,0.014463010282077624,TRUE,FALSE
Genus:Dysgonomonas,4.991605271913793,0.06141226925399211,0.09949350422760968,FALSE,TRUE
Genus:Candidatus_Methanoplasma,22.85849176247359,5.612558967474333e-4,0.004910989096540042,TRUE,TRUE
Genus:Desulfovibrio,33.70312234894626,1.3800908125980165e-4,0.0024151589220465287,TRUE,TRUE
Family:Rikenellaceae,8.00279355063018,0.01717342870380405,0.039200217693465766,TRUE,FALSE
Genus:Cronobacter,17.683045706023893,0.0013730730518630926,0.007969884515300027,TRUE,FALSE
Genus:Novosphingobium,44.81283938996764,1.231345378078868e-4,0.0024151589220465287,TRUE,TRUE
Family:M2PB4-65_termite_group,2.082785915289596,0.3618468507865071,0.3999359929745605,FALSE,TRUE
Family:SC-I-84,6.913279100355554,0.026041770240423406,0.05361540931851877,FALSE,TRUE
Family:vadinHA21,56.22317239020663,5.7891985245758464e-5,0.0015196646127011598,TRUE,FALSE
Genus:Methanimicrococcus,1.5115876011603775,0.5682978372349247,0.596712729096671,FALSE,TRUE
Order:Bacteroidales,2.3855410701376254,0.28960586272429,0.34555244984148237,FALSE,TRUE
Family:Pedosphaeraceae,1.7260413149062555,0.4773316033448661,0.5166991582599065,FALSE,TRUE
Genus:Apibacter,4.457016532299486,0.08081695905268388,0.12122543857902582,FALSE,TRUE
Order:Rhodospirillales,10.53371417913852,0.007504121504224392,0.022401556240324565,TRUE,FALSE
