ASV	ECN2_D21_13C_10	ECN2_D21_13C_11	ECN2_D21_13C_2	ECN2_D21_13C_3	ECN2_D21_13C_4	ECN2_D21_13C_5	ECN2_D21_13C_6	ECN2_D21_13C_7	ECN2_D21_13C_8	ECN2_D21_13C_9	EP_CON_D14_10	EP_CON_D14_11	EP_CON_D14_2	EP_CON_D14_3	EP_CON_D14_4	EP_CON_D14_5	EP_CON_D14_6	EP_CON_D14_7	EP_CON_D14_8	EP_CON_D14_9	EP_CON_D3_10	EP_CON_D3_11	EP_CON_D3_2	EP_CON_D3_3	EP_CON_D3_4	EP_CON_D3_5	EP_CON_D3_6	EP_CON_D3_7	EP_CON_D3_8	EP_CON_D3_9	EP_CON_D7_10	EP_CON_D7_11	EP_CON_D7_2	EP_CON_D7_3	EP_CON_D7_4	EP_CON_D7_5	EP_CON_D7_6	EP_CON_D7_7	EP_CON_D7_8	EP_CON_D7_9	EP_D14_A_10	EP_D14_A_11	EP_D14_A_2	EP_D14_A_3	EP_D14_A_4	EP_D14_A_5	EP_D14_A_6	EP_D14_A_7	EP_D14_A_8	EP_D14_A_9	EP_D14_B_10	EP_D14_B_11	EP_D14_B_2	EP_D14_B_3	EP_D14_B_4	EP_D14_B_5	EP_D14_B_6	EP_D14_B_7	EP_D14_B_8	EP_D14_B_9	EP_D14_C_1	EP_D14_C_10	EP_D14_C_2	EP_D14_C_3	EP_D14_C_4	EP_D14_C_5	EP_D14_C_6	EP_D14_C_7	EP_D14_C_8	EP_D14_C_9	EP_D21_13C_A_10	EP_D21_13C_A_11	EP_D21_13C_A_2	EP_D21_13C_A_3	EP_D21_13C_A_4	EP_D21_13C_A_5	EP_D21_13C_A_6	EP_D21_13C_A_7	EP_D21_13C_A_8	EP_D21_13C_A_9	EP_D21_13C_B_10	EP_D21_13C_B_11	EP_D21_13C_B_2	EP_D21_13C_B_3	EP_D21_13C_B_4	EP_D21_13C_B_5	EP_D21_13C_B_6	EP_D21_13C_B_7	EP_D21_13C_B_9	EP_D21_13C_C_10	EP_D21_13C_C_11	EP_D21_13C_C_2	EP_D21_13C_C_3	EP_D21_13C_C_4	EP_D21_13C_C_5	EP_D21_13C_C_6	EP_D21_13C_C_7	EP_D21_13C_C_8	EP_D21_13C_C_9	EP_D3_A_10	EP_D3_A_11	EP_D3_A_2	EP_D3_A_3	EP_D3_A_4	EP_D3_A_5	EP_D3_A_6	EP_D3_A_7	EP_D3_A_8	EP_D3_A_9	EP_D3_B_10	EP_D3_B_11	EP_D3_B_2	EP_D3_B_3	EP_D3_B_4	EP_D3_B_5	EP_D3_B_6	EP_D3_B_7	EP_D3_B_8	EP_D3_B_9	EP_D3_C_10	EP_D3_C_11	EP_D3_C_2	EP_D3_C_3	EP_D3_C_4	EP_D3_C_5	EP_D3_C_6	EP_D3_C_7	EP_D3_C_8	EP_D3_C_9	EP_D7_A_10	EP_D7_A_11	EP_D7_A_2	EP_D7_A_3	EP_D7_A_4	EP_D7_A_5	EP_D7_A_6	EP_D7_A_7	EP_D7_A_8	EP_D7_A_9	EP_D7_B_10	EP_D7_B_11	EP_D7_B_2	EP_D7_B_3	EP_D7_B_4	EP_D7_B_5	EP_D7_B_6	EP_D7_B_7	EP_D7_B_8	EP_D7_B_9	EP_D7_C_10	EP_D7_C_11	EP_D7_C_2	EP_D7_C_3	EP_D7_C_4	EP_D7_C_5	EP_D7_C_6	EP_D7_C_7	EP_D7_C_8	EP_D7_C_9	GC_CON_D14_10	GC_CON_D14_11	GC_CON_D14_2	GC_CON_D14_3	GC_CON_D14_4	GC_CON_D14_5	GC_CON_D14_6	GC_CON_D14_7	GC_CON_D14_8	GC_CON_D14_9	GC_CON_D3_10	GC_CON_D3_11	GC_CON_D3_2	GC_CON_D3_3	GC_CON_D3_4	GC_CON_D3_5	GC_CON_D3_6	GC_CON_D3_7	GC_CON_D3_8	GC_CON_D3_9	GC_CON_D7_1	GC_CON_D7_10	GC_CON_D7_2	GC_CON_D7_3	GC_CON_D7_4	GC_CON_D7_5	GC_CON_D7_6	GC_CON_D7_7	GC_CON_D7_8	GC_CON_D7_9	GC_D14_A_10	GC_D14_A_11	GC_D14_A_2	GC_D14_A_3	GC_D14_A_4	GC_D14_A_5	GC_D14_A_6	GC_D14_A_7	GC_D14_A_8	GC_D14_A_9	GC_D14_B_10	GC_D14_B_11	GC_D14_B_2	GC_D14_B_3	GC_D14_B_4	GC_D14_B_5	GC_D14_B_6	GC_D14_B_7	GC_D14_B_8	GC_D14_B_9	GC_D14_C_10	GC_D14_C_11	GC_D14_C_2	GC_D14_C_3	GC_D14_C_4	GC_D14_C_5	GC_D14_C_6	GC_D14_C_7	GC_D14_C_8	GC_D14_C_9	GC_D21_13C_A_10	GC_D21_13C_A_11	GC_D21_13C_A_2	GC_D21_13C_A_3	GC_D21_13C_A_4	GC_D21_13C_A_5	GC_D21_13C_A_6	GC_D21_13C_A_7	GC_D21_13C_A_8	GC_D21_13C_A_9	GC_D21_13C_B_10	GC_D21_13C_B_11	GC_D21_13C_B_2	GC_D21_13C_B_3	GC_D21_13C_B_4	GC_D21_13C_B_5	GC_D21_13C_B_6	GC_D21_13C_B_7	GC_D21_13C_B_8	GC_D21_13C_B_9	GC_D21_13C_C_10	GC_D21_13C_C_11	GC_D21_13C_C_2	GC_D21_13C_C_3	GC_D21_13C_C_4	GC_D21_13C_C_5	GC_D21_13C_C_6	GC_D21_13C_C_7	GC_D21_13C_C_8	GC_D21_13C_C_9	GC_D3_A_10	GC_D3_A_11	GC_D3_A_2	GC_D3_A_3	GC_D3_A_4	GC_D3_A_5	GC_D3_A_6	GC_D3_A_7	GC_D3_A_8	GC_D3_A_9	GC_D3_B_10	GC_D3_B_11	GC_D3_B_2	GC_D3_B_3	GC_D3_B_4	GC_D3_B_5	GC_D3_B_6	GC_D3_B_7	GC_D3_B_8	GC_D3_B_9	GC_D3_C_10	GC_D3_C_11	GC_D3_C_2	GC_D3_C_3	GC_D3_C_4	GC_D3_C_5	GC_D3_C_6	GC_D3_C_7	GC_D3_C_8	GC_D3_C_9	GC_D7_A_10	GC_D7_A_11	GC_D7_A_2	GC_D7_A_3	GC_D7_A_4	GC_D7_A_5	GC_D7_A_6	GC_D7_A_7	GC_D7_A_8	GC_D7_A_9	GC_D7_B_10	GC_D7_B_11	GC_D7_B_2	GC_D7_B_3	GC_D7_B_4	GC_D7_B_5	GC_D7_B_6	GC_D7_B_7	GC_D7_B_8	GC_D7_B_9	GC_D7_C_10	GC_D7_C_11	GC_D7_C_2	GC_D7_C_3	GC_D7_C_4	GC_D7_C_5	GC_D7_C_6	GC_D7_C_7	GC_D7_C_8	GC_D7_C_9	GCN_D21_13C_10	GCN_D21_13C_11	GCN_D21_13C_2	GCN_D21_13C_3	GCN_D21_13C_4	GCN_D21_13C_5	GCN_D21_13C_6	GCN_D21_13C_7	GCN_D21_13C_8	GCN_D21_13C_9
Seq_2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	0	0	0	1	0	4	0	0	0	1	6	7	0	0	1	3	43	5	6	8	23	52	26	25	24	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	2	0	9	0	1	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Seq_2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	5	11	7	24	17	19	16	23	3	9	0	2	0	8	4	2	0	8	0	14	5	6	15	8	10	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2880	8	5	5	4	11	3	3	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	1	0	2	1	1	0	0	1	2	6	4	12	13	21	4	2	4	8	0	0	0	0	0	0	0	0	0	0	0	16	4	6	9	8	28	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	11	0	0	1	4	12	11	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2881	3	3	0	0	1	3	2	6	5	3	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	3	2	1	1	0	0	0	0	1	2	2	0	2	2	0	0	0	1	2	0	2	3	1	1	0	0	2	5	4	3	2	1	0	2	0	0	0	0	0	0	0	0	3	0	1	2	1	3	6	9	12	0	0	2	0	0	2	2	0	3	0	0	0	2	0	0	0	0	0	0	6	5	6	3	2	0	0	5	5	1	7	0	2	1	0	0	4	0	0	4	0	0	0	0	1	0	3	5	3	6	0	3	3	0	0	0	6	8	6	6	1	0	2	0	0	2	3	7	5	3	0	1	0	0	0	3	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	2	3	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	4	1	0	0	6	17	4	8	7	0	1	0	0	0	0	2	0	0	0	2	0	1	0	0	4	4	4	0	2	3	0	1	0	7	8	6	2	3	6	4	3	0	5	8	3	4	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	3	3	0	0	4	2	1	1	0	0	0	3	0	0	0	0	0	0	1	2	5	14	0	3	15	4	6	9	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Seq_2884	33	33	13	19	0	24	30	38	23	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	8	7	5	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Seq_2885	0	0	0	2	2	1	0	2	3	2	0	3	0	0	0	1	2	1	0	1	5	2	0	0	2	5	0	4	5	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	3	9	0	1	1	2	0	2	3	2	1	1	1	0	0	3	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	2	1	1	2	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	2	5	0	5	3	2	2	2	1	4	0	0	0	0	10	10	6	0	0	0	1	1	0	0	0	0	2	0	1	0	0	5	8	13	10	9	4	3	0	2	1	1	6	7	1	2	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	8	4	2	3	1	4	0	0	0	0	0	1	0	0	1	0	0	2	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
Seq_2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20	27	4	17	20	42	48	90	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Seq_2887	0	0	0	0	1	0	0	2	1	0	6	3	4	2	5	7	4	10	14	16	11	3	8	0	6	5	5	10	2	8	2	7	2	0	4	6	17	10	15	10	3	1	0	0	2	2	3	7	7	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	8	7	6	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2888	0	0	0	0	0	0	0	0	0	0	2	1	2	4	9	22	13	16	14	10	5	4	0	2	5	4	4	12	7	2	1	2	1	0	5	6	9	9	7	8	0	0	0	0	0	0	0	0	1	0	6	3	0	2	7	8	9	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	4	3	2	4	1	0	0	2	3	4	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	1	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	10	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	3	0	6	1	4	3	2	2	0	0	8	8	6	4	2	0	0	0	0	2	8	10	0	12	3	2	0	0	0	0	2	0	0	1	0	0	0	3	7	13	10	6	0	0	3	2	0	0	1	0	3	0	1	0	2	0	0	0	2	2	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	42	1	1	0	0	0	0	0	1	2	0	0	4	3	2	2	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3	4	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2892	15	33	11	5	40	28	39	29	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
Seq_2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	20	3	2	11	29	39	28	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	4	5	6	11	11	18	20	0	0	0	0	0	0	0	0	0	0
Seq_2895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	13	13	40	38	28	42	26	28	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	3	11	57	43	37	18	13	8	0	9	6	11	13	7	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_2897	0	1	3	0	3	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	9	9	3	7	7	6	0	5	5	18	32	29	13	18	8	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	3	8	5	4	11	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
